"unique_reserve","closed_n","closed_mean","closed_sd","closed_se","open_n","open_mean","open_sd","open_se","es","var","variable","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","Average.of.set_latitude","Average.of.set_longitude","Min.of.set_date","mpa_age","region_name","location_name","site","location_id","trip_year","PI","Average.of.depth","Average.of.visibility","Average.of.substrate_relief_mean","Average.of.set_productivity_2017ave","Average.of.hard_coral","Average.of.unconsolidated","Average.of.macroalgae","Average.of.soft_coral","Average.of.consolidated","Average.of.local_population_2010","Average.of.local_population_2015","Average.of.population_proporationaldifference_2010.15","Live_Coral","Shark_Protection_Status","Shark_fishing_restrictions","Shark_fishing_restrictions_cat","Shark_gears","Average.of.set_productivity_2017ave.1","Average.of.local_population_2010.1","Average.of.local_population_2015.1","Average.of.population_proporationaldifference_2010.15.1","Average.of.Grav_NC","Average.of.Grav_Total","Average.of.Grav_Cities","Average.of.Grav_NP","trip_id","Fisheries_Management","Unique_ID","FP_location_name","CoastLength","FP_location_code","EPI","Ehealth","EcoVitality","EPI_location_name","TradeHub","GINI_location_name","GINI_year","GINI","HDI_location_name","HDI_year","HDI","WGI_location_name","Voice_Accountability_year","Voice_Accountability","Government_Effectiveness_year","Government_Effectiveness","Regulatory_Quality_year","Regulatory_Quality","Rule_of_Law_year","Rule_of_Law","Control_Corruption_year","Control_Corruption","GDP_location_name","GDP_year","GDP_per_capita_USD","Population_location_name","Population_year","Population","SAUP_EEZ_name","Catch_year","Total_catch_tonnes","Total_catch_reported_only","Total_catch_value","Reef_catch_tonnes","Reef_catch_value","Tuna_catch_tonnes","Tuna_catch_value","Reefshark_catch_tonnes","Reefshark_catch_value","Shark_catch_tonnes","Shark_catch_value","Bechedemer_catch_tonnes","Bechedemer_catch_value","colin_SAUP_reef_sharks_catch_2016.2014","tax_haven","Shark_Sanctuary","log_mpa_area","log_GDP_per_capita_USD","sqrt_mpa_age","sqrt_Average.of.depth","sqrt_live_coral","log_Average.of.Grav_NC","log_Average.of.Grav_NP","log_Grav_Total_Plus_min","log_Reefshark_catch_tonnes","log_Average.of.local_population_2015","response"
"North",5,0.01,0.1,0.01,14,0.01,0.1,0.01,0,27.1428571428571,"sharks",2.78,1994,"continuous","high",-28.332902,113.602918,"22/05/2015",21.4,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",9.894736842,5.611111111,2.045955556,0.387986364,11.38888889,4.555555556,57.22222222,0,26.55555556,61915.16729,61920.53962,8.68e-05,11.38888889,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.387986364,61915.16729,61920.53962,8.68e-05,3.811485664,3.03448276,2.866843259,1.000071,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,1.02245092770255,10.8148725806984,4.62601340248815,3.14559006261147,3.37474278871739,1.33801905119027,7.09974796192295e-05,1.11004098494628,6.92890972255499,11.0336072230189,0
"North Eustatius",4,0.51,0.577350269189626,0.288675134594813,8,0.51,0.755928946018454,0.267261241912424,0,0.595009245528277,"sharks",27.3,1996,"continuous","medium",17.51766146,-63.01288229,"26/03/2013",17.24383562,"Western Atlantic","Dutch Caribbean","Saba",110,2018,"Heithaus",17.6,9.294117647,2.255626667,0.16171875,3.733333333,42.26666667,0,34.46666667,17.5,347852.3533,373466.871,0.073737224,38.2,"Restricted","Gear","Limited","Hook & Line; Spear; Trap",0.16171875,347852.3533,373466.871,0.073737224,3.971368888,19.4168357,4.329508357,1.040466192,"L_2013_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.30688670219091,10.1395362870026,4.15256976100342,4.19523539268061,6.18061485614498,1.37911084332691,0.0396688742525536,2.96614050931921,0.00554766620395005,12.8305845808259,0
"North Monte",11,0.919090909090909,0.831209414593634,0.250619068219822,11,0.282727272727273,0.467099366496914,0.140835758043906,1.17890230684124,0.322491581170708,"sharks",280,2007,"continuous","high",-20.35407085,115.5081998,"29/10/2014",7.830136986,"Indian Ocean","Australia-Indian Ocean","Montebellos",85,2014,"Harvey",10.84230769,2.818181818,1.733495455,0.88949496,1.818181818,26.59090909,11.81818182,34.95454545,22.27272727,30721.16306,30726.44841,0.000172006,36.77272727,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.891106853,30778.27296,30783.57537,0.000172238,1.091075951,0.03448276,0,1.000585084,"LH_2014_AU-I_04","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,5.63478960316925,10.8148725806984,2.79823819322087,3.29276596344168,6.06405205040326,0.0871643203765271,0.000584912905089718,-3.36729578998647,6.92890972255499,10.3328790744134,1.17890230684124
"Oracabessa",4,0.01,0.1,0.01,8,0.01,0.1,0.01,0,37.5,"sharks",0.84,2010,"continuous","high",18.41167906,-76.94646864,"29/11/2017",7.8,"Western Atlantic","Jamaica","Jamaica",7,2017,"Chapman",11.8,9,0.7273,0.094974584,0,70,20,0,10,3797151.511,3862187.818,0.017127657,0,"Open",NA,"Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.094974584,3797151.511,3862187.818,0.017127657,13.71521601,377.85801216,148.1113472,9.434920586,"FP_2017_JM_02","Ineffective",32,"Jamaica PB",0,"JM",58.58,68.48,51.98,"Jamaica",0,"Jamaica",2004,45.5,"Jamaica",2015,0.73,"Jamaica",2016,0.685919404,2016,0.412154436,2016,0.163832545,2016,-0.251835763,2016,-0.16090095,"Jamaica",2016,4878.575791,"Jamaica",2016,2881355,"Jamaica","2009-2014",33552.15714,15711.5237,54248456.52,9735.157339,28389544.31,68.21416724,94506.66016,1,0,838.6138235,1229407.865,0,0,"7789.302507",1,0,-0.174353387144778,8.49260861014527,2.79284800875379,3.43511280746353,0,2.6185058741744,2.24441776182696,5.93451849584692,0,15.1667443731029,0
"Osprey",6,1.16666666666667,1.16904519445001,0.477260702109212,9,0.333333333333333,0.5,0.166666666666667,1.25276296849537,0.41734693877551,"sharks",95.13,2005,"continuous","high",-22.27428889,113.8064444,"19/08/2015",10.63561644,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",8.95,7.333333333,3.996305556,0.300938435,39.88888889,3.888888889,2.5,0,52.05555556,4767.101465,4767.289906,3.86e-05,39.88888889,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.299653849,4776.71457,4776.908053,3.96e-05,1.126111363,1.03448276,0,1.025340045,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,4.55524437721837,10.8148725806984,3.26122928356778,2.99165506033032,6.31576510725344,0.118770426248035,0.0250243087926157,0.0339015530090146,6.92890972255499,8.46953326854341,1.25276296849537
"Palasar",40,1.3,0.853349358823881,0.134926380686388,40,0.45,0.677476463778897,0.107118434334894,1.06087196068526,0.0674357663180806,"sharks",20,2008,"<20km to next reef","medium",17.51837043,-61.75866085,"8/12/2016",8.942465753,"Western Atlantic","Antigua and Barbuda","Palasar",115,2016,"Heithaus",12.98426966,9.011235955,1.693605618,0.136990649,1.25,16.04545455,1.375,8.159090909,69.73863636,323594.9811,348588.9269,0.077240935,9.409090909,"Restricted","Gear","Limited","Hook & Line; Spear; Traps; Longline",0.136401957,323943.5517,348962.052,0.07723363,1.818853842,8.53448276,1.636560971,1.147437475,"FP_2016_AG_01","Ineffective",2,"Antigua and Barbuda",153,"AG",59.18,76.53,47.61,"Antigua and Barbuda",0,"Antigua and Barbuda",NA,-999,"Antigua and Barbuda",2015,0.786,"Antigua and Barbuda",2016,0.646017194,2016,0.26572603,2016,0.341370732,2016,0.509351373,2016,0.692292392,"Antigua and Barbuda",2016,14462.17628,"Antigua and Barbuda",2016,100963,"Antigua & Barbuda","2009-2014",4525.436215,3806.023706,13620815.54,1532.544001,9750115.524,49.45823863,144280.2847,1,0,53.07267285,72022.45129,0,0,"#N/A",1,0,2.99573227355399,9.57929198784606,2.99039558470113,3.60336920950379,3.06742414885845,0.598206545565525,0.137531173450608,2.14411475218389,0,12.761648647077,1.06087196068526
"Pelican",10,0.61,0.966091783079296,0.305505046330389,6,0.01,0.1,0.01,4.11087386417331,16.9174952969632,"sharks",108.64,2005,"continuous","high",-23.37093846,113.7720538,"22/08/2015",10.64383562,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",10.16315789,7.052631579,2.451131579,0.354403828,7.789473684,5.263157895,18.94736842,0,67.78947368,662.9689426,663.0233668,8.18e-05,7.789473684,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.354479546,665.7303586,665.7852788,8.2175e-05,1.161479836,0.03448276,0,1.002952941,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,4.68803966381039,10.8148725806984,3.26248917546097,3.18797081071957,2.79096285965973,0.149694912767691,0.00294858963383896,-3.36729578998647,6.92890972255499,6.49681023360704,4.11087386417331
"Pelsaert",9,0.111111111111111,0.333333333333333,0.111111111111111,21,0.142857142857143,0.358568582800318,0.0782460796435952,-0.251314428280906,1.3,"sharks",13.72,1994,"continuous","high",-28.855922,114.010711,"18/05/2015",21.3890411,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",14.48,4.842105263,2.234765789,0.332954546,43.73684211,10.97368421,35.63157895,0,7.921052632,66919.76454,66926.4416,9.98e-05,43.73684211,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.332954546,66919.76454,66926.4416,9.98e-05,4.807781507,4.03448276,3.882308246,1.0000535,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.61885462229774,10.8148725806984,4.62482876439766,3.80525951808809,6.61338355987311,1.57023575256471,5.349856892597e-05,1.39487810515316,6.92890972255499,11.111349408687,-0.251314428280906
"Petit Terre",48,0.0833333333333333,0.279310193865464,0.0403149539039081,41,0.024390243902439,0.156173761888606,0.024390243902439,1.22866541691631,1.23404255319149,"sharks",10,1998,">20km to next reef","high",16.19340197,-61.1313828,"8/04/2016",18.27945205,"Western Atlantic","French West Indies","Petit Terre",79,2016,"Heithaus",12.89111111,8.62295082,2.660498361,0.135813515,3.37704918,18.59016393,23.19672131,17.03278689,36.16393443,686358.319,707287.927,0.030284383,20.40983607,"Restricted","Gear; Species; Bag","Moderate","Longline; Gillnet; Spear; Hook & Line; Seine; Trap",0.135857356,686699.8862,707675.1141,0.030335699,2.230622792,124.68616816,2.583068929,4.158983003,"FP_2016_FR_01","Effective",25,"French West Indies",50,"FR",NA,NA,NA,"",0,"St. Lucia",2016,51.2,"France",2015,0.897,"Martinique",2013,0.56,2016,0.797217607,2016,1.238789558,2016,0.856716096,2016,1.230340838,"France",2016,36857.11923,"France",2016,66896109,"Martinique (France), Guadeloupe (France)","2009-2014",16113.51809,12605.68393,38451489.31,1522.571929,7586555.873,362.3051046,1493996.299,1,0,55.92207045,177862.9553,0,0,"#N/A",0,0,2.30258509299405,10.5148040738017,4.27544758475648,3.59041935015953,4.5177246562844,0.802280825404695,1.42527057395271,4.82579992560358,0,13.4691931137423,1.22866541691631
"Pigeon Island",49,0.152857142857143,0.353553390593274,0.0505076272276105,54,0.01,0.1,0.01,2.72691868540659,1.961031692886,"sharks",4.71,2003,"<20km to next reef","medium",8.718261353,81.2048888,"28/04/2017",14.33150685,"Indian Ocean","Sri Lanka","Pigeon Island",81,2017,"Meekan",8.584761905,8.144230769,1.754936538,0.33450625,13.27884615,29.53846154,0,14.27884615,42.28846154,3293042.139,3359844.853,0.020275097,27.55769231,"Closed","Area","Limited","Unknown",0.33450625,3293042.139,3359844.853,0.020275097,223.5679946,767.03448276,246.3920065,1.068227466,"FP_2017_LK_02","None",61,"Sri Lanka",1340,"LK",60.61,64.7,57.88,"Sri Lanka",1,"Sri Lanka",2016,39.8,"Sri Lanka",2015,0.766,"Sri Lanka",2016,-0.109626882,2016,-0.212067991,2016,-0.102120839,2016,-0.007208326,2016,-0.281133145,"Sri Lanka",2016,3909.989066,"Sri Lanka",2016,21203000,"Sri Lanka","2009-2014",616737.3633,383840.9719,727110059,77694.93669,141784640.9,27536.41082,38225301.15,5858.680244,3056793.692,26452.95315,21009988.06,111.6490044,120245.9777,"227588.8471",0,0,1.54968790802833,8.27128985655606,3.78569767017917,2.92997643420557,5.24954210479352,5.40971559418437,0.0660007010063801,6.64253175832278,8.67567964287203,15.0274053561709,2.72691868540659
"Saba",20,0.3,0.470162345981627,0.105131496607569,52,0.288461538461538,0.457466958478476,0.0634392529086423,0.0392207131532813,0.171173030615755,"sharks",6,1999,">20km to next reef","high",17.62310167,-63.259065,"24/07/2012",13.56986301,"Western Atlantic","Dutch Caribbean","Saba",110,2012,"Heithaus",24.3,9.35,2.349542667,0.150580729,0.306666667,45.41333333,0,19.74666667,29.85333333,357962.822,379029.2719,0.058810341,20.05333333,"Closed","Area","Limited","None",0.150580729,357962.822,379029.2719,0.058810341,1.58984722,11.04535233,2.029046276,1.00238087,"L_2012_DC_01","None",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,1.79175946922805,10.1395362870026,3.68372949739798,4.9295030175465,4.47809483262693,0.463637923565073,0.00237804021969098,2.40200973586534,0.00554766620395005,12.8453687156468,0.0392207131532813
"Sandals Boscobel",4,0.01,0.1,0.01,6,0.01,0.1,0.01,0,41.6666666666667,"sharks",0.99,2010,"continuous","high",18.41046466,-76.9845927,"30/11/2017",7.8,"Western Atlantic","Jamaica","Jamaica",7,2017,"Chapman",8.05,9.25,1.522775,0.094974584,27.25,33.75,0,0,38.25,3797151.511,3862187.818,0.017127657,27.25,"Open",NA,"Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.094974584,3797151.511,3862187.818,0.017127657,13.71521601,377.85801216,148.1113472,9.434920586,"FP_2017_JM_02","Ineffective",32,"Jamaica PB",0,"JM",58.58,68.48,51.98,"Jamaica",0,"Jamaica",2004,45.5,"Jamaica",2015,0.73,"Jamaica",2016,0.685919404,2016,0.412154436,2016,0.163832545,2016,-0.251835763,2016,-0.16090095,"Jamaica",2016,4878.575791,"Jamaica",2016,2881355,"Jamaica","2009-2014",33552.15714,15711.5237,54248456.52,9735.157339,28389544.31,68.21416724,94506.66016,1,0,838.6138235,1229407.865,0,0,"7789.302507",1,0,-0.0100503358535015,8.49260861014527,2.79284800875379,2.83725219182222,5.22015325445528,2.6185058741744,2.24441776182696,5.93451849584692,0,15.1667443731029,0
"Santo Domingo",40,0.05,0.220721427863152,0.0348991220226056,44,0.0227272727272727,0.150755672288882,0.0227272727272727,0.78845736036427,1.48717948717949,"sharks",26,1986,">20km to next reef","medium",18.4252,-69.68394425,"14/07/2017",31.55342466,"Western Atlantic","Dominican Republic","Dominican Republic",122,2017,"Heithaus",16.30952381,9.049180328,1.572646667,1.072729894,5.672131148,44.72131148,1.967213115,11.04918033,32.01639344,9363110.218,10695357.8,0.142298832,16.72131148,"Closed","Area","Limited","Hook & Line; Gillnet; Longline; Trawl; Seine",1.072729894,9363110.218,10695357.8,0.142298832,2440.789867,2804.86781576,2644.560467,30.61256536,"FP_2017_DR_01","None",18,"Dominican Republic",1288,"BM",64.71,64.86,64.61,"Dominican Republic",0,"Dominican Republic",2016,45.7,"Dominican Republic",2015,0.722,"Dominican Republic",2016,0.19,2016,-0.25,2016,-0.07,NA,NA,NA,NA,"Dominican Republic",2016,6722.223536,"Dominican Republic",2016,10648791,"Dominican Republic","2009-2014",50053.80538,13087.80002,97924764.35,18045.1724,48603773.42,350.9077553,674902.2612,1146.206931,893261.406,3393.656164,3172952.191,0,0,"",0,1,3.25809653802148,8.81317426212071,5.61724351083341,4.03850514547153,4.0891700233666,7.80007698188614,3.42141055735155,7.93911169234016,7.04421344903706,16.1853203548245,0.78845736036427
"Sipadan",21,3.72428571428571,4.44007721940573,0.96890428330361,64,0.01,0.1,0.01,5.92004526487819,1.63018240297249,"sharks",4,2004,">20km to next reef","low",4.115229166,118.62952,"9/12/2015",11.92,"Coral Triangle","Malaysia","Semporna South",100,2015,"Simpfendorfer",24.5175,8.25,2.407794872,0.217756818,29.87179487,6.205128205,0,29.48717949,31.79487179,1141914.013,1324145.766,0.159574536,28.09649123,"Closed","Area","Limited","Spear; Hook & Line",0.217756818,1141914.013,1324145.766,0.159574536,1.295782321,22.60591133,0.322149769,1.001205644,"FP_2015_MY_01_SSS_016","Ineffective",37,"Malaysia",4675,"MY",59.22,66.63,54.28,"Malaysia",1,"Malaysia",2015,41,"Malaysia",2015,0.789,"Malaysia",2016,-0.467914581,2016,0.881595492,2016,0.711715162,2016,0.535256743,2016,0.111187063,"Malaysia",2016,9508.23775,"Malaysia",2016,31187265,"Malaysia (Peninsula East), Malaysia (Peninsula West), Malaysia (Sarawak), Malaysia (Sabah)","2009-2014",3177564.4,1444143.601,4953861612,882222.1754,1865215396,49203.65299,109901946.1,784.6639212,1148851.308,50385.43592,60958774.67,0,0,"#N/A",1,0,1.38629436111989,9.15991383342619,3.45253530032641,4.95151491969882,5.30061234481451,0.259114621631496,0.00120491779491046,3.11821143535087,6.66525550025049,14.0962781045852,5.92004526487819
"South Eustatius",19,0.421052631578947,0.507257273501788,0.116372799661593,39,0.358974358974359,0.58432054501381,0.0935661701034437,0.159506879027783,0.144326590285237,"sharks",27.3,1996,"continuous","medium",17.46321667,-62.97785753,"4/03/2013",17.18356164,"Western Atlantic","Dutch Caribbean","Saba",110,2018,"Heithaus",17,9.333333333,2.532764706,0.16171875,0.104477612,20.97014925,0,39.20895522,36.34328358,342694.3274,368430.5523,0.075111322,39.31343284,"Restricted","Gear","Limited","Hook & Line; Spear; Trap",0.16171875,342694.3274,368430.5523,0.075111322,4.912894042,22.83448276,5.258294721,1.122830759,"L_2013_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.30688670219091,10.1395362870026,4.14530597664394,4.12310562561766,6.27004249108409,1.59186318609052,0.11585296003595,3.12827179518708,0.00554766620395005,12.817007512335,0.159506879027783
"South Monte",29,0.586206896551724,0.945562620851067,0.175586570646518,29,0.724137931034483,0.882227364772092,0.163825508850403,-0.211309093667207,0.140900617950261,"sharks",280,2007,"continuous","high",-20.48267886,115.5193943,"29/10/2014",7.830136986,"Indian Ocean","Australia-Indian Ocean","Montebellos",85,2014,"Harvey",9.978082192,3.281690141,1.678453521,1.111130303,4.788732394,22.12676056,44.81690141,8.295774648,17.83098592,31890.42298,31896.0576,0.000176644,13.08450704,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",1.111130303,31900.01289,31905.6504,0.000176686,1.093196165,0.03448276,0,1.00182401,"LH_2014_AU-I_04","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,5.63478960316925,10.8148725806984,2.79823819322087,3.15881024944519,3.61725131004192,0.0891056670158605,0.00182234851383139,-3.36729578998647,6.92890972255499,10.3702376949286,-0.211309093667207
"South Muiron",8,1.125,0.640869944461656,0.226581741793741,19,0.894736842105263,1.04853002087607,0.240549284224598,0.229008670766608,0.112844266246804,"sharks",19.29,2005,">20km to next reef","high",-21.66727245,114.3338325,"14/05/2014",9.369863014,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2014,"Harvey",9.657142857,4.161290323,1.873,0.359888961,3,19.51612903,6.451612903,37.09677419,33.74193548,4982.790788,4983.103566,6.276e-05,40.09677419,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.359712627,4983.776031,4984.089362,6.29e-05,1.115145161,0.256704982,0,1.000469894,"LH_2014_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.95958682691764,10.8148725806984,3.06102319723324,3.10759438424644,6.33220136998185,0.108984585675867,0.000469783634386537,-1.35982778342426,6.92890972255499,8.51380818193056,0.229008670766608
"SR-18-2007",15,0.2,0.414039335605413,0.10690449676497,14,0.428571428571429,0.513552591013095,0.137252703261503,-0.762140052046897,0.388278388278388,"sharks",17,2004,"<20km to next reef","high",-18.59618067,146.4840653,"26/04/2018",14.3260274,"Pacific","Australia-Pacific","Mid GBR",73,2018,"Heupel",13.60344828,3.689655172,1.39257931,0.359013636,5.068965517,16.89655172,0,16.34482759,57.34482759,288127.7154,288162.2995,0.000120031,21.4137931,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line; Gillnet",0.359013636,288127.7154,288162.2995,0.000120031,4.633642009,8.068965519,5.179816521,1.000551813,"FP_2018_AU-P_01","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.83321334405622,10.8148725806984,3.78497389687168,3.68828527638522,4.62750398162984,1.53334316989696,0.000551660807191878,2.08802528558918,6.92890972255499,12.5712791403196,-0.762140052046897
"St Maarten French",36,0.388888888888889,0.802772971919486,0.133795495319914,42,0.142857142857143,0.354168801660573,0.0546494325482861,1.00144854021446,0.26470881035341,"sharks",29,1998,"<20km to next reef","medium",18.08713205,-63.00862692,"4/03/2015",17.18082192,"Western Atlantic","Dutch Caribbean","Saba",110,2015,"Heithaus",22.47,7.719512195,1.683730769,0.139113715,0,30.81818182,3.194805195,3.584415584,28.49350649,246537.2813,265639.935,0.078246959,3.584415584,"Restricted","Gear; Species; Bag","Moderate","Longline; Gillnet; Spear; Hook & Line; Seine; Trap",0.139113715,246537.2813,265639.935,0.078246959,1.68087315,99.23448276,2.210457008,2.700128542,"L_2015_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.36729582998647,10.1395362870026,4.14497550294329,4.74025315779653,1.8932552875933,0.519313390544053,0.9932993800252,4.59748556235674,0.00554766620395005,12.4898970429626,1.00144854021446
